malla_punto_id;CuentaDesnow;anio_hidrologico
49926;20;2003-2004
49926;15;2004-2005
49926;16;2005-2006
49926;16;2006-2007
49926;10;2007-2008
49926;19;2008-2009
49927;4;1999-2000
49927;18;2000-2001
49927;11;2001-2002
49927;20;2002-2003
49927;19;2003-2004
49927;13;2004-2005
49927;14;2005-2006
49927;11;2006-2007
49927;9;2007-2008
49927;18;2008-2009
49928;3;1999-2000
49928;12;2000-2001
49928;6;2001-2002
49928;14;2002-2003
49928;14;2003-2004
49928;10;2004-2005
49928;13;2005-2006
49928;10;2006-2007
49928;8;2007-2008
49928;17;2008-2009
49929;3;1999-2000
49929;8;2000-2001
49929;2;2001-2002
49929;10;2002-2003
49929;7;2003-2004
49929;8;2004-2005
49929;11;2005-2006
49929;5;2006-2007
49929;4;2007-2008
49929;15;2008-2009
49930;1;1999-2000
49930;6;2000-2001
49930;8;2002-2003
49930;5;2003-2004
49930;6;2004-2005
49930;10;2005-2006
49930;2;2006-2007
49930;3;2007-2008
49930;13;2008-2009
49931;1;1999-2000
49931;6;2000-2001
49931;4;2002-2003
49931;4;2003-2004
49931;6;2004-2005
49931;10;2005-2006
49931;2;2006-2007
49931;1;2007-2008
49931;11;2008-2009
49932;5;2000-2001
49932;3;2002-2003
49932;2;2003-2004
49932;5;2004-2005
49932;8;2005-2006
49932;1;2006-2007
49932;10;2008-2009
49933;4;2000-2001
49933;4;2002-2003
49933;2;2003-2004
49933;2;2004-2005
49933;7;2005-2006
49933;2;2006-2007
49933;9;2008-2009
49934;3;2000-2001
49934;3;2002-2003
49934;3;2003-2004
49934;2;2004-2005
49934;6;2005-2006
49934;3;2006-2007
49934;6;2008-2009
49935;4;2000-2001
49935;5;2002-2003
49935;3;2003-2004
49935;3;2004-2005
49935;6;2005-2006
49935;3;2006-2007
49935;7;2008-2009
49936;1;1999-2000
49936;6;2000-2001
49936;2;2001-2002
49936;7;2002-2003
49936;5;2003-2004
49936;5;2004-2005
49936;9;2005-2006
49936;4;2006-2007
49936;1;2007-2008
49936;10;2008-2009
49937;2;1999-2000
49937;7;2000-2001
49937;4;2001-2002
49937;7;2002-2003
49937;9;2003-2004
49937;13;2004-2005
49937;10;2005-2006
49937;7;2006-2007
49937;2;2007-2008
49937;13;2008-2009
49938;2;1999-2000
49938;10;2000-2001
49938;9;2001-2002
49938;13;2002-2003
49938;15;2003-2004
49938;13;2004-2005
49938;10;2005-2006
49938;9;2006-2007
49938;10;2007-2008
49938;17;2008-2009
49939;1;1999-2000
49939;12;2000-2001
49939;12;2001-2002
49939;13;2002-2003
49939;18;2003-2004
49939;15;2004-2005
49939;11;2005-2006
49939;10;2006-2007
49939;10;2007-2008
49939;17;2008-2009
49940;2;1999-2000
49940;13;2000-2001
49940;12;2001-2002
49940;13;2002-2003
49940;18;2003-2004
49940;16;2004-2005
49940;15;2005-2006
49940;12;2006-2007
49940;11;2007-2008
49940;19;2008-2009
49941;3;1999-2000
49941;14;2000-2001
49941;14;2001-2002
49941;14;2002-2003
49941;15;2003-2004
49941;14;2004-2005
49941;14;2005-2006
49941;10;2006-2007
49941;7;2007-2008
49941;17;2008-2009
49942;3;1999-2000
49942;9;2000-2001
49942;7;2001-2002
49942;10;2002-2003
49942;16;2003-2004
49942;13;2004-2005
49942;11;2005-2006
49942;6;2006-2007
49942;6;2007-2008
49942;15;2008-2009
49943;3;1999-2000
49943;5;2000-2001
49943;6;2001-2002
49943;6;2002-2003
49943;14;2003-2004
49943;12;2004-2005
49943;10;2005-2006
49943;6;2006-2007
49943;3;2007-2008
49943;13;2008-2009
49944;3;1999-2000
49944;5;2000-2001
49944;4;2001-2002
49944;6;2002-2003
49944;7;2003-2004
49944;9;2004-2005
49944;8;2005-2006
49944;5;2006-2007
49944;1;2007-2008
49944;13;2008-2009
49945;1;1999-2000
49945;4;2000-2001
49945;3;2001-2002
49945;4;2002-2003
49945;5;2003-2004
49945;7;2004-2005
49945;6;2005-2006
49945;4;2006-2007
49945;12;2008-2009
49946;1;1999-2000
49946;3;2000-2001
49946;3;2001-2002
49946;7;2002-2003
49946;5;2003-2004
49946;9;2004-2005
49946;7;2005-2006
49946;5;2006-2007
49946;9;2008-2009
49947;5;2000-2001
49947;4;2001-2002
49947;7;2002-2003
49947;7;2003-2004
49947;12;2004-2005
49947;10;2005-2006
49947;5;2006-2007
49947;3;2007-2008
49947;10;2008-2009
49948;1;1999-2000
49948;8;2000-2001
49948;9;2001-2002
49948;10;2002-2003
49948;10;2003-2004
49948;13;2004-2005
49948;14;2005-2006
49948;7;2006-2007
49948;4;2007-2008
49948;11;2008-2009
49949;1;1999-2000
49949;9;2000-2001
49949;5;2001-2002
49949;11;2002-2003
49949;11;2003-2004
49949;13;2004-2005
49949;12;2005-2006
49949;8;2006-2007
49949;3;2007-2008
49949;13;2008-2009
49950;1;1999-2000
49950;6;2000-2001
49950;4;2001-2002
49950;10;2002-2003
49950;9;2003-2004
49950;9;2004-2005
49950;13;2005-2006
49950;8;2006-2007
49950;2;2007-2008
49950;12;2008-2009
49951;1;1999-2000
49951;5;2000-2001
49951;4;2001-2002
49951;7;2002-2003
49951;9;2003-2004
49951;7;2004-2005
49951;12;2005-2006
49951;5;2006-2007
49951;3;2007-2008
49951;11;2008-2009
49952;3;2000-2001
49952;1;2001-2002
49952;4;2002-2003
49952;6;2003-2004
49952;5;2004-2005
49952;8;2005-2006
49952;4;2006-2007
49952;10;2008-2009
49953;2;2000-2001
49953;1;2001-2002
49953;3;2002-2003
49953;5;2003-2004
49953;4;2004-2005
49953;5;2005-2006
49953;3;2006-2007
49953;8;2008-2009
49954;1;2000-2001
49954;1;2002-2003
49954;3;2003-2004
49954;4;2004-2005
49954;5;2005-2006
49954;3;2006-2007
49954;7;2008-2009
49955;1;2000-2001
49955;1;2002-2003
49955;3;2003-2004
49955;4;2004-2005
49955;4;2005-2006
49955;3;2006-2007
49955;6;2008-2009
49956;1;2001-2002
49956;1;2002-2003
49956;2;2003-2004
49956;5;2004-2005
49956;6;2005-2006
49956;2;2006-2007
49956;6;2008-2009
49957;1;2000-2001
49957;1;2001-2002
49957;3;2002-2003
49957;2;2003-2004
49957;5;2004-2005
49957;8;2005-2006
49957;3;2006-2007
49957;1;2007-2008
49957;6;2008-2009
49958;2;2000-2001
49958;1;2001-2002
49958;2;2002-2003
49958;3;2003-2004
49958;6;2004-2005
49958;8;2005-2006
49958;2;2006-2007
49958;1;2007-2008
49958;7;2008-2009
49959;1;2001-2002
49959;2;2003-2004
49959;4;2004-2005
49959;7;2005-2006
49959;2;2006-2007
49959;1;2007-2008
49959;7;2008-2009
49960;2;2003-2004
49960;2;2004-2005
49960;6;2005-2006
49960;3;2006-2007
49960;6;2008-2009
49961;1;2003-2004
49961;2;2004-2005
49961;4;2005-2006
49961;3;2006-2007
49961;6;2008-2009
49962;1;2000-2001
49962;1;2003-2004
49962;2;2004-2005
49962;4;2005-2006
49962;1;2006-2007
49962;4;2008-2009
49963;1;2003-2004
49963;3;2004-2005
49963;4;2005-2006
49963;1;2006-2007
49963;3;2008-2009
49964;1;2003-2004
49964;3;2004-2005
49964;3;2005-2006
49964;1;2006-2007
49964;4;2008-2009
49965;3;2004-2005
49965;2;2005-2006
49965;1;2006-2007
49965;3;2008-2009
49966;2;2004-2005
49966;1;2005-2006
49966;1;2006-2007
49966;3;2008-2009
49967;1;2004-2005
49967;1;2005-2006
49967;1;2006-2007
49967;3;2008-2009
49968;1;2004-2005
49968;1;2005-2006
49968;1;2006-2007
49968;4;2008-2009
49969;1;2004-2005
49969;1;2005-2006
49969;4;2008-2009
49970;2;2008-2009
49971;1;2004-2005
49971;1;2005-2006
49971;2;2008-2009
49972;1;2004-2005
49972;1;2005-2006
49972;1;2006-2007
49972;2;2008-2009
49973;1;2003-2004
49973;1;2004-2005
49973;1;2005-2006
49973;1;2006-2007
49973;2;2008-2009
49974;1;2003-2004
49974;1;2004-2005
49974;1;2005-2006
49974;2;2006-2007
49974;2;2008-2009
49975;1;2003-2004
49975;1;2004-2005
49975;1;2005-2006
49975;1;2006-2007
49975;1;2008-2009
49976;1;2004-2005
49976;1;2005-2006
49976;1;2006-2007
49976;1;2008-2009
49977;1;2000-2001
49977;1;2004-2005
49977;1;2005-2006
49977;2;2008-2009
49978;1;2005-2006
49978;2;2008-2009
49979;1;2005-2006
49979;2;2008-2009
49998;3;2004-2005
49998;1;2005-2006
49998;2;2008-2009
49999;1;2002-2003
49999;3;2004-2005
49999;1;2005-2006
49999;1;2006-2007
49999;2;2008-2009
50000;1;2002-2003
50000;3;2004-2005
50000;1;2006-2007
50000;2;2008-2009
50001;1;2001-2002
50001;1;2002-2003
50001;2;2004-2005
50001;3;2008-2009
50002;1;2002-2003
50002;2;2004-2005
50002;1;2005-2006
50002;1;2006-2007
50002;3;2008-2009
50003;1;2001-2002
50003;2;2004-2005
50003;1;2005-2006
50003;1;2006-2007
50003;2;2008-2009
50004;3;2004-2005
50004;1;2005-2006
50004;1;2006-2007
50004;2;2008-2009
50005;1;2000-2001
50005;1;2002-2003
50005;1;2003-2004
50005;4;2004-2005
50005;1;2005-2006
50005;2;2008-2009
50006;2;2002-2003
50006;3;2004-2005
50006;1;2005-2006
50006;2;2008-2009
50007;1;2002-2003
50007;2;2004-2005
50007;1;2005-2006
50007;1;2006-2007
50007;2;2008-2009
50008;2;2004-2005
50008;1;2005-2006
50008;1;2006-2007
50008;1;2008-2009
50009;2;2004-2005
50009;1;2005-2006
50009;1;2006-2007
50009;1;2008-2009
50010;2;2004-2005
50010;1;2005-2006
50010;1;2006-2007
50010;2;2008-2009
50011;2;2004-2005
50011;1;2005-2006
50011;2;2008-2009
50012;3;2004-2005
50012;1;2005-2006
50012;1;2008-2009
50013;1;1999-2000
50013;2;2004-2005
50013;1;2006-2007
50013;2;2008-2009
50014;1;1999-2000
50014;2;2004-2005
50014;1;2005-2006
50014;1;2008-2009
50015;3;2004-2005
50015;1;2005-2006
50015;1;2008-2009
50016;3;2004-2005
50016;1;2005-2006
50016;1;2008-2009
50017;2;2004-2005
50017;1;2005-2006
50017;1;2008-2009
50018;2;2004-2005
50018;1;2008-2009
50019;3;2004-2005
50019;1;2008-2009
50020;2;2004-2005
50020;1;2005-2006
50020;1;2008-2009
50021;4;2004-2005
50021;1;2008-2009
50034;1;2004-2005
50034;1;2008-2009
50035;1;2002-2003
50035;1;2004-2005
50035;1;2008-2009
50036;2;2004-2005
50036;1;2008-2009
50037;2;2004-2005
50037;1;2005-2006
50037;1;2006-2007
50037;1;2008-2009
50038;2;2004-2005
50038;1;2005-2006
50038;1;2006-2007
50038;3;2008-2009
50039;2;2004-2005
50039;1;2005-2006
50039;2;2008-2009
50040;2;2004-2005
50040;1;2005-2006
50040;2;2008-2009
50041;2;2004-2005
50041;1;2005-2006
50041;2;2008-2009
50042;1;2002-2003
50042;2;2004-2005
50042;1;2005-2006
50042;2;2008-2009
50043;1;2002-2003
50043;2;2004-2005
50043;1;2005-2006
50043;2;2008-2009
50044;1;2002-2003
50044;2;2004-2005
50044;1;2005-2006
50044;1;2008-2009
50045;2;2004-2005
50045;1;2005-2006
50045;1;2008-2009
50046;3;2004-2005
50046;1;2005-2006
50046;1;2008-2009
50047;3;2004-2005
50047;1;2005-2006
50047;1;2008-2009
50048;2;2004-2005
50048;1;2005-2006
50048;1;2008-2009
50049;1;1999-2000
50049;2;2004-2005
50049;1;2008-2009
50050;1;1999-2000
50050;3;2004-2005
50050;1;2008-2009
50051;3;2004-2005
50051;1;2005-2006
50051;1;2008-2009
50052;2;2004-2005
50052;1;2005-2006
50052;1;2008-2009
50053;2;2004-2005
50053;1;2005-2006
50053;1;2008-2009
50054;2;2004-2005
50054;1;2005-2006
50054;1;2008-2009
50055;3;2004-2005
50055;1;2008-2009
50056;3;2004-2005
50056;1;2008-2009
50057;3;2004-2005
50057;1;2008-2009
50058;2;2004-2005
50058;1;2008-2009
50059;3;2004-2005
50059;1;2008-2009
50060;3;2004-2005
50060;1;2005-2006
50060;1;2008-2009
50061;2;2004-2005
50061;1;2005-2006
50061;1;2008-2009
50062;1;2004-2005
50062;1;2008-2009
50063;1;2008-2009
50064;2;2008-2009
50065;1;2006-2007
50065;2;2008-2009
50066;2;2008-2009
50067;1;2008-2009
50068;1;2005-2006
50068;1;2008-2009
50069;1;2008-2009
50070;1;2008-2009
50071;1;2008-2009
50072;1;2008-2009
50074;1;2003-2004
50074;1;2008-2009
50075;1;2002-2003
50075;1;2003-2004
50076;1;2002-2003
50077;1;2002-2003
50078;1;2002-2003
50079;1;2002-2003
50082;1;2002-2003
50083;1;2002-2003
50084;1;2002-2003
50085;1;2002-2003
50091;1;2002-2003
50092;1;2002-2003
50093;1;2002-2003
50094;1;2002-2003
50097;1;2002-2003
50235;1;2002-2003
50235;1;2003-2004
50235;1;2005-2006
50235;1;2006-2007
50236;1;2002-2003
50236;1;2003-2004
50236;1;2005-2006
50236;1;2006-2007
50246;1;2002-2003
50246;2;2005-2006
50246;1;2006-2007
50246;1;2008-2009
50247;1;2002-2003
50247;1;2005-2006
50247;1;2006-2007
50248;2;2000-2001
50248;3;2002-2003
50248;2;2004-2005
50248;1;2005-2006
50248;1;2006-2007
50248;3;2008-2009
50249;2;2000-2001
50249;4;2002-2003
50249;2;2003-2004
50249;5;2004-2005
50249;3;2005-2006
50249;3;2006-2007
50249;6;2008-2009
50250;2;2000-2001
50250;1;2001-2002
50250;6;2002-2003
50250;3;2003-2004
50250;6;2004-2005
50250;7;2005-2006
50250;3;2006-2007
50250;9;2008-2009
50251;3;2000-2001
50251;1;2001-2002
50251;4;2002-2003
50251;3;2003-2004
50251;7;2004-2005
50251;6;2005-2006
50251;2;2006-2007
50251;2;2007-2008
50251;11;2008-2009
50252;3;2000-2001
50252;5;2002-2003
50252;4;2003-2004
50252;7;2004-2005
50252;7;2005-2006
50252;3;2006-2007
50252;2;2007-2008
50252;8;2008-2009
50253;3;2000-2001
50253;1;2001-2002
50253;4;2002-2003
50253;4;2003-2004
50253;7;2004-2005
50253;5;2005-2006
50253;4;2006-2007
50253;1;2007-2008
50253;8;2008-2009
50254;3;2000-2001
50254;2;2001-2002
50254;4;2002-2003
50254;4;2003-2004
50254;6;2004-2005
50254;3;2005-2006
50254;3;2006-2007
50254;8;2008-2009
50255;1;1999-2000
50255;3;2000-2001
50255;1;2001-2002
50255;5;2002-2003
50255;5;2003-2004
50255;4;2004-2005
50255;3;2005-2006
50255;2;2006-2007
50255;1;2007-2008
50255;7;2008-2009
50256;1;1999-2000
50256;3;2000-2001
50256;1;2001-2002
50256;6;2002-2003
50256;4;2003-2004
50256;5;2004-2005
50256;3;2005-2006
50256;2;2006-2007
50256;7;2008-2009
50257;1;1999-2000
50257;4;2000-2001
50257;1;2001-2002
50257;5;2002-2003
50257;4;2003-2004
50257;5;2004-2005
50257;8;2005-2006
50257;4;2006-2007
50257;6;2008-2009
50258;1;1999-2000
50258;5;2000-2001
50258;2;2001-2002
50258;7;2002-2003
50258;5;2003-2004
50258;6;2004-2005
50258;11;2005-2006
50258;5;2006-2007
50258;9;2008-2009
50259;2;1999-2000
50259;9;2000-2001
50259;3;2001-2002
50259;10;2002-2003
50259;7;2003-2004
50259;8;2004-2005
50259;13;2005-2006
50259;6;2006-2007
50259;4;2007-2008
50259;14;2008-2009
50260;2;1999-2000
50260;11;2000-2001
50260;4;2001-2002
50260;10;2002-2003
50260;9;2003-2004
50260;11;2004-2005
50260;13;2005-2006
50260;8;2006-2007
50260;7;2007-2008
50260;16;2008-2009
50261;3;1999-2000
50261;11;2000-2001
50261;5;2001-2002
50261;14;2002-2003
50261;12;2003-2004
50261;13;2004-2005
50261;13;2005-2006
50261;8;2006-2007
50261;8;2007-2008
50261;18;2008-2009
50262;3;1999-2000
50262;14;2000-2001
50262;11;2001-2002
50262;16;2002-2003
50262;18;2003-2004
50262;14;2004-2005
50262;15;2005-2006
50262;10;2006-2007
50262;9;2007-2008
50262;20;2008-2009
50263;4;1999-2000
50263;15;2000-2001
50263;14;2001-2002
50263;17;2002-2003
50263;20;2003-2004
50263;14;2004-2005
50263;18;2005-2006
50263;12;2006-2007
50263;12;2007-2008
50263;20;2008-2009
50264;5;1999-2000
50264;19;2000-2001
50264;18;2001-2002
50264;18;2002-2003
50264;22;2003-2004
50264;16;2004-2005
50264;17;2005-2006
50264;13;2006-2007
50264;14;2007-2008
50264;20;2008-2009
50265;5;1999-2000
50265;21;2000-2001
50265;20;2001-2002
50265;19;2002-2003
50265;23;2003-2004
50265;15;2004-2005
50265;18;2005-2006
50265;15;2006-2007
50265;17;2007-2008
50265;20;2008-2009
50266;5;1999-2000
50266;19;2000-2001
50266;19;2001-2002
50266;18;2002-2003
50266;23;2003-2004
50266;15;2004-2005
50266;18;2005-2006
50266;13;2006-2007
50266;16;2007-2008
50266;20;2008-2009
50267;5;1999-2000
50267;20;2000-2001
50267;19;2001-2002
50267;19;2002-2003
50267;23;2003-2004
50267;15;2004-2005
50267;19;2005-2006
50267;11;2006-2007
50267;14;2007-2008
50267;20;2008-2009
50268;5;1999-2000
50268;22;2000-2001
50268;22;2001-2002
50268;19;2002-2003
50268;24;2003-2004
50268;15;2004-2005
50268;19;2005-2006
50268;15;2006-2007
50268;15;2007-2008
50268;20;2008-2009
50269;5;1999-2000
50269;24;2000-2001
50269;24;2001-2002
50269;22;2002-2003
50269;25;2003-2004
50269;17;2004-2005
50269;21;2005-2006
50269;18;2006-2007
50269;18;2007-2008
50269;20;2008-2009
50270;9;1999-2000
50270;28;2000-2001
50270;25;2001-2002
50270;21;2002-2003
50270;25;2003-2004
50270;17;2004-2005
50270;22;2005-2006
50270;21;2006-2007
50270;20;2007-2008
50270;21;2008-2009
50271;9;1999-2000
50271;27;2000-2001
50271;25;2001-2002
50271;22;2002-2003
50271;24;2003-2004
50271;18;2004-2005
50271;22;2005-2006
50271;22;2006-2007
50271;20;2007-2008
50271;20;2008-2009
50272;8;1999-2000
50272;26;2000-2001
50272;25;2001-2002
50272;21;2002-2003
50272;25;2003-2004
50272;17;2004-2005
50272;21;2005-2006
50272;21;2006-2007
50272;21;2007-2008
50272;21;2008-2009
50273;6;1999-2000
50273;26;2000-2001
50273;21;2001-2002
50273;21;2002-2003
50273;25;2003-2004
50273;16;2004-2005
50273;20;2005-2006
50273;20;2006-2007
50273;20;2007-2008
50273;21;2008-2009
50274;6;1999-2000
50274;24;2000-2001
50274;20;2001-2002
50274;24;2002-2003
50274;26;2003-2004
50274;16;2004-2005
50274;20;2005-2006
50274;18;2006-2007
50274;16;2007-2008
50274;21;2008-2009
50275;6;1999-2000
50275;23;2000-2001
50275;20;2001-2002
50275;22;2002-2003
50275;26;2003-2004
50275;16;2004-2005
50275;20;2005-2006
50275;18;2006-2007
50275;15;2007-2008
50275;21;2008-2009
50276;6;1999-2000
50276;23;2000-2001
50276;22;2001-2002
50276;22;2002-2003
50276;26;2003-2004
50276;16;2004-2005
50276;20;2005-2006
50276;19;2006-2007
50276;14;2007-2008
50276;21;2008-2009
50277;6;1999-2000
50277;24;2000-2001
50277;22;2001-2002
50277;21;2002-2003
50277;26;2003-2004
50277;17;2004-2005
50277;19;2005-2006
50277;19;2006-2007
50277;15;2007-2008
50277;21;2008-2009
50278;6;1999-2000
50278;22;2000-2001
50278;18;2001-2002
50278;21;2002-2003
50278;23;2003-2004
50278;16;2004-2005
50278;20;2005-2006
50278;14;2006-2007
50278;13;2007-2008
50278;19;2008-2009
50279;4;1999-2000
50279;21;2000-2001
50279;15;2001-2002
50279;19;2002-2003
50279;22;2003-2004
50279;14;2004-2005
50279;17;2005-2006
50279;11;2006-2007
50279;13;2007-2008
50279;19;2008-2009
50280;4;1999-2000
50280;15;2000-2001
50280;12;2001-2002
50280;16;2002-2003
50280;17;2003-2004
50280;14;2004-2005
50280;14;2005-2006
50280;8;2006-2007
50280;9;2007-2008
50280;19;2008-2009
50281;2;1999-2000
50281;10;2000-2001
50281;2;2001-2002
50281;11;2002-2003
50281;9;2003-2004
50281;11;2004-2005
50281;13;2005-2006
50281;5;2006-2007
50281;6;2007-2008
50281;18;2008-2009
50282;2;1999-2000
50282;6;2000-2001
50282;2;2001-2002
50282;6;2002-2003
50282;5;2003-2004
50282;8;2004-2005
50282;10;2005-2006
50282;5;2006-2007
50282;4;2007-2008
50282;13;2008-2009
50283;1;1999-2000
50283;6;2000-2001
50283;3;2001-2002
50283;6;2002-2003
50283;4;2003-2004
50283;6;2004-2005
50283;9;2005-2006
50283;4;2006-2007
50283;3;2007-2008
50283;10;2008-2009
50284;1;1999-2000
50284;4;2000-2001
50284;3;2001-2002
50284;6;2002-2003
50284;4;2003-2004
50284;7;2004-2005
50284;9;2005-2006
50284;3;2006-2007
50284;2;2007-2008
50284;10;2008-2009
50285;1;1999-2000
50285;6;2000-2001
50285;4;2001-2002
50285;5;2002-2003
50285;4;2003-2004
50285;7;2004-2005
50285;8;2005-2006
50285;2;2006-2007
50285;3;2007-2008
50285;10;2008-2009
50286;2;1999-2000
50286;5;2000-2001
50286;4;2001-2002
50286;6;2002-2003
50286;5;2003-2004
50286;9;2004-2005
50286;9;2005-2006
50286;4;2006-2007
50286;2;2007-2008
50286;13;2008-2009
50287;3;1999-2000
50287;6;2000-2001
50287;5;2001-2002
50287;5;2002-2003
50287;6;2003-2004
50287;10;2004-2005
50287;9;2005-2006
50287;6;2006-2007
50287;3;2007-2008
50287;15;2008-2009
50288;3;1999-2000
50288;9;2000-2001
50288;7;2001-2002
50288;9;2002-2003
50288;11;2003-2004
50288;13;2004-2005
50288;12;2005-2006
50288;8;2006-2007
50288;5;2007-2008
50288;18;2008-2009
50289;3;1999-2000
50289;10;2000-2001
50289;9;2001-2002
50289;12;2002-2003
50289;15;2003-2004
50289;13;2004-2005
50289;14;2005-2006
50289;8;2006-2007
50289;8;2007-2008
50289;18;2008-2009
50290;3;1999-2000
50290;12;2000-2001
50290;9;2001-2002
50290;15;2002-2003
50290;18;2003-2004
50290;14;2004-2005
50290;15;2005-2006
50290;10;2006-2007
50290;8;2007-2008
50290;18;2008-2009
50291;3;1999-2000
50291;13;2000-2001
50291;13;2001-2002
50291;18;2002-2003
50291;19;2003-2004
50291;15;2004-2005
50291;16;2005-2006
50291;10;2006-2007
50291;11;2007-2008
50291;18;2008-2009
50292;4;1999-2000
50292;15;2000-2001
50292;14;2001-2002
50292;17;2002-2003
50292;19;2003-2004
50292;15;2004-2005
50292;16;2005-2006
50292;11;2006-2007
50292;11;2007-2008
50292;19;2008-2009
50293;4;1999-2000
50293;16;2000-2001
50293;13;2001-2002
50293;19;2002-2003
50293;18;2003-2004
50293;15;2004-2005
50293;16;2005-2006
50293;9;2006-2007
50293;9;2007-2008
50293;19;2008-2009
50294;3;1999-2000
50294;16;2000-2001
50294;9;2001-2002
50294;16;2002-2003
50294;16;2003-2004
50294;13;2004-2005
50294;13;2005-2006
50294;9;2006-2007
50294;7;2007-2008
50294;17;2008-2009
50295;3;1999-2000
50295;12;2000-2001
50295;7;2001-2002
50295;13;2002-2003
50295;15;2003-2004
50295;14;2004-2005
50295;10;2005-2006
50295;8;2006-2007
50295;6;2007-2008
50295;16;2008-2009
50296;3;1999-2000
50296;9;2000-2001
50296;7;2001-2002
50296;11;2002-2003
50296;11;2003-2004
50296;13;2004-2005
50296;10;2005-2006
50296;8;2006-2007
50296;3;2007-2008
50296;16;2008-2009
50297;2;1999-2000
50297;9;2000-2001
50297;8;2002-2003
50297;9;2003-2004
50297;10;2004-2005
50297;10;2005-2006
50297;6;2006-2007
50297;2;2007-2008
50297;14;2008-2009
50298;1;1999-2000
50298;6;2000-2001
50298;5;2002-2003
50298;6;2003-2004
50298;7;2004-2005
50298;10;2005-2006
50298;4;2006-2007
50298;1;2007-2008
50298;13;2008-2009
50299;1;1999-2000
50299;4;2000-2001
50299;2;2002-2003
50299;2;2003-2004
50299;4;2004-2005
50299;6;2005-2006
50299;3;2006-2007
50299;10;2008-2009
50300;3;2000-2001
50300;2;2002-2003
50300;2;2003-2004
50300;3;2004-2005
50300;6;2005-2006
50300;3;2006-2007
50300;10;2008-2009
50301;4;2000-2001
50301;1;2002-2003
50301;2;2003-2004
50301;3;2004-2005
50301;8;2005-2006
50301;3;2006-2007
50301;7;2008-2009
50302;6;2000-2001
50302;3;2001-2002
50302;5;2002-2003
50302;2;2003-2004
50302;7;2004-2005
50302;8;2005-2006
50302;3;2006-2007
50302;2;2007-2008
50302;11;2008-2009
50303;6;2000-2001
50303;2;2001-2002
50303;7;2002-2003
50303;8;2003-2004
50303;8;2004-2005
50303;10;2005-2006
50303;4;2006-2007
50303;3;2007-2008
50303;12;2008-2009
50304;1;1999-2000
50304;6;2000-2001
50304;4;2001-2002
50304;8;2002-2003
50304;7;2003-2004
50304;9;2004-2005
50304;11;2005-2006
50304;4;2006-2007
50304;2;2007-2008
50304;13;2008-2009
50305;1;1999-2000
50305;8;2000-2001
50305;7;2001-2002
50305;7;2002-2003
50305;8;2003-2004
50305;11;2004-2005
50305;10;2005-2006
50305;5;2006-2007
50305;6;2007-2008
50305;14;2008-2009
50306;2;1999-2000
50306;10;2000-2001
50306;8;2001-2002
50306;12;2002-2003
50306;13;2003-2004
50306;12;2004-2005
50306;10;2005-2006
50306;6;2006-2007
50306;6;2007-2008
50306;15;2008-2009
50307;2;1999-2000
50307;10;2000-2001
50307;7;2001-2002
50307;13;2002-2003
50307;15;2003-2004
50307;15;2004-2005
50307;13;2005-2006
50307;8;2006-2007
50307;8;2007-2008
50307;18;2008-2009
50308;3;1999-2000
50308;11;2000-2001
50308;8;2001-2002
50308;15;2002-2003
50308;14;2003-2004
50308;15;2004-2005
50308;15;2005-2006
50308;10;2006-2007
50308;8;2007-2008
50308;18;2008-2009
50309;3;1999-2000
50309;11;2000-2001
50309;6;2001-2002
50309;13;2002-2003
50309;12;2003-2004
50309;13;2004-2005
50309;12;2005-2006
50309;7;2006-2007
50309;6;2007-2008
50309;17;2008-2009
50310;3;1999-2000
50310;8;2000-2001
50310;4;2001-2002
50310;10;2002-2003
50310;11;2003-2004
50310;11;2004-2005
50310;13;2005-2006
50310;5;2006-2007
50310;4;2007-2008
50310;13;2008-2009
50311;3;1999-2000
50311;6;2000-2001
50311;2;2001-2002
50311;7;2002-2003
50311;7;2003-2004
50311;9;2004-2005
50311;9;2005-2006
50311;5;2006-2007
50311;2;2007-2008
50311;12;2008-2009
50312;3;1999-2000
50312;5;2000-2001
50312;1;2001-2002
50312;5;2002-2003
50312;5;2003-2004
50312;7;2004-2005
50312;7;2005-2006
50312;3;2006-2007
50312;12;2008-2009
50313;1;1999-2000
50313;1;2000-2001
50313;1;2001-2002
50313;5;2002-2003
50313;3;2003-2004
50313;5;2004-2005
50313;6;2005-2006
50313;4;2006-2007
50313;8;2008-2009
50314;2;2000-2001
50314;2;2001-2002
50314;4;2002-2003
50314;4;2003-2004
50314;4;2004-2005
50314;5;2005-2006
50314;4;2006-2007
50314;1;2007-2008
50314;7;2008-2009
50315;3;2000-2001
50315;3;2001-2002
50315;4;2002-2003
50315;3;2003-2004
50315;7;2004-2005
50315;6;2005-2006
50315;4;2006-2007
50315;3;2007-2008
50315;9;2008-2009
50316;1;1999-2000
50316;2;2000-2001
50316;5;2001-2002
50316;7;2002-2003
50316;6;2003-2004
50316;9;2004-2005
50316;9;2005-2006
50316;5;2006-2007
50316;3;2007-2008
50316;10;2008-2009
50317;1;1999-2000
50317;3;2000-2001
50317;6;2001-2002
50317;5;2002-2003
50317;5;2003-2004
50317;7;2004-2005
50317;11;2005-2006
50317;5;2006-2007
50317;3;2007-2008
50317;9;2008-2009
50318;4;2000-2001
50318;2;2001-2002
50318;4;2002-2003
50318;4;2003-2004
50318;6;2004-2005
50318;11;2005-2006
