malla_punto_id;CuentaDesnow;anio_hidrologico
39659;3;2003-2004
39659;4;2004-2005
39659;6;2005-2006
39659;3;2006-2007
39659;3;2007-2008
39659;7;2008-2009
39660;3;2000-2001
39660;2;2001-2002
39660;6;2002-2003
39660;2;2003-2004
39660;3;2004-2005
39660;3;2005-2006
39660;3;2006-2007
39660;3;2008-2009
39661;3;2000-2001
39661;1;2001-2002
39661;5;2002-2003
39661;2;2003-2004
39661;3;2004-2005
39661;3;2005-2006
39661;3;2006-2007
39661;3;2008-2009
39662;2;2000-2001
39662;1;2001-2002
39662;4;2002-2003
39662;1;2003-2004
39662;5;2004-2005
39662;3;2005-2006
39662;2;2006-2007
39662;2;2008-2009
39663;2;2000-2001
39663;3;2002-2003
39663;1;2003-2004
39663;5;2004-2005
39663;3;2005-2006
39663;2;2006-2007
39663;3;2008-2009
39664;2;2000-2001
39664;3;2002-2003
39664;1;2003-2004
39664;3;2004-2005
39664;3;2005-2006
39664;2;2006-2007
39664;2;2008-2009
39665;1;2000-2001
39665;3;2002-2003
39665;1;2003-2004
39665;1;2004-2005
39665;2;2005-2006
39665;1;2006-2007
39665;2;2008-2009
39666;1;2000-2001
39666;1;2002-2003
39666;1;2003-2004
39666;1;2004-2005
39666;1;2006-2007
39666;2;2008-2009
39667;1;2002-2003
39667;1;2003-2004
39667;1;2004-2005
39667;1;2006-2007
39667;2;2008-2009
39668;1;2002-2003
39668;1;2003-2004
39668;2;2004-2005
39668;1;2006-2007
39668;2;2008-2009
39669;1;2002-2003
39669;1;2004-2005
39669;1;2006-2007
39669;2;2008-2009
39670;1;2000-2001
39670;1;2002-2003
39670;1;2003-2004
39670;1;2006-2007
39670;2;2008-2009
39671;2;2000-2001
39671;1;2001-2002
39671;1;2002-2003
39671;1;2003-2004
39671;1;2005-2006
39671;1;2006-2007
39671;2;2008-2009
39672;2;2000-2001
39672;1;2001-2002
39672;1;2002-2003
39672;1;2003-2004
39672;1;2004-2005
39672;1;2005-2006
39672;2;2006-2007
39672;2;2008-2009
39673;1;2000-2001
39673;1;2001-2002
39673;2;2002-2003
39673;1;2004-2005
39673;1;2005-2006
39673;3;2006-2007
39673;2;2008-2009
39674;1;2001-2002
39674;1;2002-2003
39674;1;2004-2005
39674;2;2006-2007
39674;2;2008-2009
39675;1;2002-2003
39675;1;2004-2005
39675;2;2006-2007
39675;2;2008-2009
39676;1;2000-2001
39676;1;2002-2003
39676;1;2004-2005
39676;2;2006-2007
39676;2;2008-2009
39677;1;2002-2003
39677;1;2004-2005
39677;1;2006-2007
39677;2;2008-2009
39678;1;2002-2003
39678;1;2004-2005
39678;1;2006-2007
39678;1;2008-2009
39679;1;2002-2003
39679;1;2003-2004
39679;1;2006-2007
39679;1;2008-2009
39680;1;2002-2003
39680;1;2003-2004
39680;1;2006-2007
39680;1;2008-2009
39681;1;2003-2004
39681;1;2006-2007
39681;1;2008-2009
39682;1;2003-2004
39682;1;2006-2007
39682;1;2008-2009
39683;1;2003-2004
39683;1;2006-2007
39683;1;2008-2009
39861;2;2002-2003
39861;1;2003-2004
39861;1;2005-2006
39867;1;2002-2003
39867;1;2003-2004
39867;1;2004-2005
39867;1;2005-2006
39872;1;2000-2001
39872;2;2002-2003
39872;2;2003-2004
39872;3;2004-2005
39872;4;2005-2006
39872;3;2006-2007
39872;1;2007-2008
39872;4;2008-2009
39873;1;2000-2001
39873;2;2002-2003
39873;3;2003-2004
39873;3;2004-2005
39873;6;2005-2006
39873;3;2006-2007
39873;1;2007-2008
39873;4;2008-2009
39874;1;2000-2001
39874;2;2002-2003
39874;2;2003-2004
39874;3;2004-2005
39874;6;2005-2006
39874;2;2006-2007
39874;4;2008-2009
39875;1;2000-2001
39875;3;2002-2003
39875;2;2003-2004
39875;3;2004-2005
39875;5;2005-2006
39875;2;2006-2007
39875;4;2008-2009
39876;1;2000-2001
39876;3;2002-2003
39876;2;2003-2004
39876;3;2004-2005
39876;6;2005-2006
39876;2;2006-2007
39876;4;2008-2009
39877;1;2000-2001
39877;3;2002-2003
39877;2;2003-2004
39877;3;2004-2005
39877;5;2005-2006
39877;3;2006-2007
39877;7;2008-2009
39878;1;1999-2000
39878;3;2000-2001
39878;2;2001-2002
39878;4;2002-2003
39878;3;2003-2004
39878;4;2004-2005
39878;8;2005-2006
39878;5;2006-2007
39878;1;2007-2008
39878;10;2008-2009
39879;1;1999-2000
39879;4;2000-2001
39879;3;2001-2002
39879;6;2002-2003
39879;4;2003-2004
39879;6;2004-2005
39879;11;2005-2006
39879;4;2006-2007
39879;2;2007-2008
39879;11;2008-2009
39880;1;1999-2000
39880;5;2000-2001
39880;4;2001-2002
39880;8;2002-2003
39880;4;2003-2004
39880;8;2004-2005
39880;12;2005-2006
39880;4;2006-2007
39880;3;2007-2008
39880;9;2008-2009
39881;1;1999-2000
39881;5;2000-2001
39881;7;2001-2002
39881;9;2002-2003
39881;6;2003-2004
39881;11;2004-2005
39881;14;2005-2006
39881;7;2006-2007
39881;6;2007-2008
39881;12;2008-2009
39882;1;1999-2000
39882;8;2000-2001
39882;8;2001-2002
39882;11;2002-2003
39882;8;2003-2004
39882;13;2004-2005
39882;16;2005-2006
39882;10;2006-2007
39882;12;2007-2008
39882;13;2008-2009
39883;1;1999-2000
39883;10;2000-2001
39883;8;2001-2002
39883;12;2002-2003
39883;8;2003-2004
39883;13;2004-2005
39883;16;2005-2006
39883;11;2006-2007
39883;10;2007-2008
39883;17;2008-2009
39884;1;1999-2000
39884;9;2000-2001
39884;8;2001-2002
39884;13;2002-2003
39884;7;2003-2004
39884;12;2004-2005
39884;15;2005-2006
39884;9;2006-2007
39884;8;2007-2008
39884;16;2008-2009
39885;1;1999-2000
39885;8;2000-2001
39885;6;2001-2002
39885;11;2002-2003
39885;5;2003-2004
39885;9;2004-2005
39885;12;2005-2006
39885;7;2006-2007
39885;8;2007-2008
39885;14;2008-2009
39886;1;1999-2000
39886;5;2000-2001
39886;3;2001-2002
39886;7;2002-2003
39886;3;2003-2004
39886;8;2004-2005
39886;10;2005-2006
39886;5;2006-2007
39886;4;2007-2008
39886;9;2008-2009
39892;1;2000-2001
39892;2;2002-2003
39892;2;2003-2004
39892;4;2004-2005
39892;3;2005-2006
39892;2;2006-2007
39892;2;2008-2009
39893;1;2000-2001
39893;1;2002-2003
39893;1;2003-2004
39893;3;2004-2005
39893;2;2005-2006
39893;1;2006-2007
39893;1;2007-2008
39893;2;2008-2009
39894;1;2000-2001
39894;1;2002-2003
39894;1;2003-2004
39894;2;2004-2005
39894;1;2005-2006
39894;1;2006-2007
39894;2;2008-2009
39899;2;2000-2001
39899;1;2001-2002
39899;2;2002-2003
39899;2;2003-2004
39899;1;2004-2005
39899;1;2005-2006
39899;1;2006-2007
39899;1;2007-2008
39899;2;2008-2009
39900;1;1999-2000
39900;2;2000-2001
39900;3;2002-2003
39900;3;2003-2004
39900;2;2004-2005
39900;4;2005-2006
39900;3;2006-2007
39900;2;2007-2008
39900;4;2008-2009
39901;1;1999-2000
39901;2;2000-2001
39901;2;2001-2002
39901;4;2002-2003
39901;4;2003-2004
39901;4;2004-2005
39901;6;2005-2006
39901;4;2006-2007
39901;3;2007-2008
39901;7;2008-2009
39902;1;1999-2000
39902;5;2000-2001
39902;2;2001-2002
39902;5;2002-2003
39902;6;2003-2004
39902;5;2004-2005
39902;8;2005-2006
39902;4;2006-2007
39902;2;2007-2008
39902;8;2008-2009
39903;1;1999-2000
39903;7;2000-2001
39903;4;2001-2002
39903;9;2002-2003
39903;6;2003-2004
39903;5;2004-2005
39903;10;2005-2006
39903;4;2006-2007
39903;4;2007-2008
39903;10;2008-2009
39904;1;1999-2000
39904;11;2000-2001
39904;4;2001-2002
39904;11;2002-2003
39904;5;2003-2004
39904;9;2004-2005
39904;10;2005-2006
39904;6;2006-2007
39904;4;2007-2008
39904;12;2008-2009
39905;3;1999-2000
39905;12;2000-2001
39905;8;2001-2002
39905;14;2002-2003
39905;9;2003-2004
39905;9;2004-2005
39905;10;2005-2006
39905;6;2006-2007
39905;6;2007-2008
39905;16;2008-2009
39906;4;1999-2000
39906;14;2000-2001
39906;11;2001-2002
39906;13;2002-2003
39906;10;2003-2004
39906;9;2004-2005
39906;13;2005-2006
39906;8;2006-2007
39906;9;2007-2008
39906;17;2008-2009
39907;4;1999-2000
39907;15;2000-2001
39907;13;2001-2002
39907;14;2002-2003
39907;16;2003-2004
39907;12;2004-2005
39907;14;2005-2006
39907;11;2006-2007
39907;12;2007-2008
39907;17;2008-2009
39908;3;1999-2000
39908;17;2000-2001
39908;16;2001-2002
39908;16;2002-2003
39908;19;2003-2004
39908;14;2004-2005
39908;18;2005-2006
39908;13;2006-2007
39908;14;2007-2008
39908;18;2008-2009
39909;3;1999-2000
39909;19;2000-2001
39909;21;2001-2002
39909;18;2002-2003
39909;24;2003-2004
39909;15;2004-2005
39909;18;2005-2006
39909;15;2006-2007
39909;16;2007-2008
39909;21;2008-2009
39910;4;1999-2000
39910;20;2000-2001
39910;21;2001-2002
39910;20;2002-2003
39910;23;2003-2004
39910;17;2004-2005
39910;18;2005-2006
39910;19;2006-2007
39910;19;2007-2008
39910;21;2008-2009
39911;6;1999-2000
39911;21;2000-2001
39911;21;2001-2002
39911;21;2002-2003
39911;24;2003-2004
39911;17;2004-2005
39911;18;2005-2006
39911;19;2006-2007
39911;19;2007-2008
39911;21;2008-2009
39912;6;1999-2000
39912;23;2000-2001
39912;22;2001-2002
39912;22;2002-2003
39912;24;2003-2004
39912;18;2004-2005
39912;20;2005-2006
39912;19;2006-2007
39912;19;2007-2008
39912;21;2008-2009
39913;4;1999-2000
39913;22;2000-2001
39913;22;2001-2002
39913;23;2002-2003
39913;23;2003-2004
39913;18;2004-2005
39913;20;2005-2006
39913;16;2006-2007
39913;19;2007-2008
39913;21;2008-2009
39914;5;1999-2000
39914;23;2000-2001
39914;21;2001-2002
39914;23;2002-2003
39914;23;2003-2004
39914;18;2004-2005
39914;21;2005-2006
39914;16;2006-2007
39914;19;2007-2008
39914;21;2008-2009
39915;5;1999-2000
39915;24;2000-2001
39915;22;2001-2002
39915;23;2002-2003
39915;25;2003-2004
39915;17;2004-2005
39915;19;2005-2006
39915;18;2006-2007
39915;19;2007-2008
39915;21;2008-2009
39916;7;1999-2000
39916;25;2000-2001
39916;22;2001-2002
39916;23;2002-2003
39916;26;2003-2004
39916;18;2004-2005
39916;18;2005-2006
39916;22;2006-2007
39916;21;2007-2008
39916;21;2008-2009
39917;7;1999-2000
39917;27;2000-2001
39917;25;2001-2002
39917;23;2002-2003
39917;26;2003-2004
39917;18;2004-2005
39917;18;2005-2006
39917;22;2006-2007
39917;22;2007-2008
39917;21;2008-2009
39918;7;1999-2000
39918;26;2000-2001
39918;23;2001-2002
39918;23;2002-2003
39918;27;2003-2004
39918;19;2004-2005
39918;18;2005-2006
39918;22;2006-2007
39918;18;2007-2008
39918;21;2008-2009
39919;5;1999-2000
39919;25;2000-2001
39919;19;2001-2002
39919;23;2002-2003
39919;26;2003-2004
39919;17;2004-2005
39919;18;2005-2006
39919;19;2006-2007
39919;16;2007-2008
39919;21;2008-2009
39920;3;1999-2000
39920;19;2000-2001
39920;16;2001-2002
39920;22;2002-2003
39920;24;2003-2004
39920;14;2004-2005
39920;18;2005-2006
39920;10;2006-2007
39920;14;2007-2008
39920;21;2008-2009
39921;3;1999-2000
39921;17;2000-2001
39921;11;2001-2002
39921;19;2002-2003
39921;18;2003-2004
39921;12;2004-2005
39921;13;2005-2006
39921;7;2006-2007
39921;10;2007-2008
39921;20;2008-2009
39922;3;1999-2000
39922;12;2000-2001
39922;9;2001-2002
39922;16;2002-2003
39922;15;2003-2004
39922;13;2004-2005
39922;12;2005-2006
39922;6;2006-2007
39922;9;2007-2008
39922;19;2008-2009
39923;3;1999-2000
39923;12;2000-2001
39923;7;2001-2002
39923;15;2002-2003
39923;13;2003-2004
39923;12;2004-2005
39923;11;2005-2006
39923;6;2006-2007
39923;10;2007-2008
39923;18;2008-2009
39924;3;1999-2000
39924;12;2000-2001
39924;10;2001-2002
39924;15;2002-2003
39924;11;2003-2004
39924;13;2004-2005
39924;14;2005-2006
39924;7;2006-2007
39924;9;2007-2008
39924;18;2008-2009
39925;2;1999-2000
39925;12;2000-2001
39925;10;2001-2002
39925;14;2002-2003
39925;12;2003-2004
39925;14;2004-2005
39925;15;2005-2006
39925;8;2006-2007
39925;10;2007-2008
39925;17;2008-2009
39926;3;1999-2000
39926;10;2000-2001
39926;11;2001-2002
39926;14;2002-2003
39926;10;2003-2004
39926;14;2004-2005
39926;14;2005-2006
39926;9;2006-2007
39926;10;2007-2008
39926;17;2008-2009
39927;3;1999-2000
39927;8;2000-2001
39927;9;2001-2002
39927;14;2002-2003
39927;11;2003-2004
39927;16;2004-2005
39927;14;2005-2006
39927;11;2006-2007
39927;11;2007-2008
39927;15;2008-2009
39928;2;1999-2000
39928;7;2000-2001
39928;10;2001-2002
39928;13;2002-2003
39928;12;2003-2004
39928;16;2004-2005
39928;14;2005-2006
39928;8;2006-2007
39928;8;2007-2008
39928;15;2008-2009
39929;1;1999-2000
39929;9;2000-2001
39929;8;2001-2002
39929;15;2002-2003
39929;11;2003-2004
39929;15;2004-2005
39929;15;2005-2006
39929;9;2006-2007
39929;7;2007-2008
39929;14;2008-2009
39930;2;1999-2000
39930;9;2000-2001
39930;11;2001-2002
39930;13;2002-2003
39930;13;2003-2004
39930;16;2004-2005
39930;16;2005-2006
39930;8;2006-2007
39930;6;2007-2008
39930;13;2008-2009
39931;2;1999-2000
39931;9;2000-2001
39931;11;2001-2002
39931;15;2002-2003
39931;13;2003-2004
39931;15;2004-2005
39931;14;2005-2006
39931;8;2006-2007
39931;8;2007-2008
39931;13;2008-2009
39932;2;1999-2000
39932;10;2000-2001
39932;8;2001-2002
39932;13;2002-2003
39932;13;2003-2004
39932;13;2004-2005
39932;13;2005-2006
39932;8;2006-2007
39932;7;2007-2008
39932;14;2008-2009
39933;1;1999-2000
39933;10;2000-2001
39933;7;2001-2002
39933;12;2002-2003
39933;10;2003-2004
39933;13;2004-2005
39933;13;2005-2006
39933;9;2006-2007
39933;7;2007-2008
39933;12;2008-2009
39934;1;1999-2000
39934;9;2000-2001
39934;8;2001-2002
39934;11;2002-2003
39934;11;2003-2004
39934;16;2004-2005
39934;12;2005-2006
39934;6;2006-2007
39934;7;2007-2008
39934;14;2008-2009
39935;1;1999-2000
39935;9;2000-2001
39935;7;2001-2002
39935;12;2002-2003
39935;7;2003-2004
39935;15;2004-2005
39935;12;2005-2006
39935;6;2006-2007
39935;10;2007-2008
39935;14;2008-2009
39936;10;2000-2001
39936;8;2001-2002
39936;13;2002-2003
39936;10;2003-2004
39936;15;2004-2005
39936;13;2005-2006
39936;9;2006-2007
39936;9;2007-2008
39936;16;2008-2009
39937;9;2000-2001
39937;5;2001-2002
39937;13;2002-2003
39937;8;2003-2004
39937;14;2004-2005
39937;13;2005-2006
39937;9;2006-2007
39937;9;2007-2008
39937;16;2008-2009
39938;8;2000-2001
39938;6;2001-2002
39938;11;2002-2003
39938;7;2003-2004
39938;14;2004-2005
39938;15;2005-2006
39938;8;2006-2007
39938;9;2007-2008
39938;14;2008-2009
39939;9;2000-2001
39939;7;2001-2002
39939;14;2002-2003
39939;7;2003-2004
39939;14;2004-2005
39939;15;2005-2006
39939;9;2006-2007
39939;11;2007-2008
39939;13;2008-2009
39940;10;2000-2001
39940;7;2001-2002
39940;14;2002-2003
39940;10;2003-2004
39940;15;2004-2005
39940;16;2005-2006
39940;7;2006-2007
39940;10;2007-2008
39940;16;2008-2009
39941;2;1999-2000
39941;11;2000-2001
39941;8;2001-2002
39941;15;2002-2003
39941;12;2003-2004
39941;15;2004-2005
39941;16;2005-2006
39941;9;2006-2007
39941;12;2007-2008
39941;15;2008-2009
39942;2;1999-2000
39942;9;2000-2001
39942;10;2001-2002
39942;14;2002-2003
39942;10;2003-2004
39942;14;2004-2005
39942;14;2005-2006
39942;8;2006-2007
39942;12;2007-2008
39942;14;2008-2009
39943;1;1999-2000
39943;8;2000-2001
39943;9;2001-2002
39943;14;2002-2003
39943;9;2003-2004
39943;14;2004-2005
39943;14;2005-2006
39943;8;2006-2007
39943;10;2007-2008
39943;13;2008-2009
39944;1;1999-2000
39944;7;2000-2001
39944;10;2001-2002
39944;14;2002-2003
39944;9;2003-2004
39944;13;2004-2005
39944;13;2005-2006
39944;8;2006-2007
39944;10;2007-2008
39944;13;2008-2009
39945;1;1999-2000
39945;7;2000-2001
39945;8;2001-2002
39945;15;2002-2003
39945;8;2003-2004
39945;12;2004-2005
39945;14;2005-2006
39945;9;2006-2007
39945;10;2007-2008
39945;13;2008-2009
39946;7;2000-2001
39946;11;2001-2002
39946;16;2002-2003
39946;10;2003-2004
39946;13;2004-2005
39946;16;2005-2006
39946;8;2006-2007
39946;11;2007-2008
39946;13;2008-2009
39947;7;2000-2001
39947;9;2001-2002
39947;14;2002-2003
39947;8;2003-2004
39947;12;2004-2005
39947;12;2005-2006
39947;6;2006-2007
39947;10;2007-2008
39947;12;2008-2009
39948;6;2000-2001
39948;8;2001-2002
39948;13;2002-2003
39948;8;2003-2004
39948;14;2004-2005
39948;11;2005-2006
39948;7;2006-2007
39948;9;2007-2008
39948;12;2008-2009
39949;7;2000-2001
39949;7;2001-2002
39949;13;2002-2003
39949;6;2003-2004
39949;15;2004-2005
39949;10;2005-2006
39949;7;2006-2007
39949;10;2007-2008
39949;12;2008-2009
39950;5;2000-2001
39950;8;2001-2002
39950;13;2002-2003
39950;4;2003-2004
39950;12;2004-2005
39950;9;2005-2006
39950;6;2006-2007
39950;7;2007-2008
39950;10;2008-2009
39951;5;2000-2001
39951;5;2001-2002
39951;15;2002-2003
39951;7;2003-2004
39951;12;2004-2005
39951;10;2005-2006
39951;5;2006-2007
39951;7;2007-2008
39951;8;2008-2009
39952;4;2000-2001
39952;6;2001-2002
39952;14;2002-2003
39952;8;2003-2004
39952;12;2004-2005
39952;12;2005-2006
39952;6;2006-2007
39952;7;2007-2008
39952;12;2008-2009
39953;5;2000-2001
39953;8;2001-2002
39953;12;2002-2003
39953;8;2003-2004
39953;13;2004-2005
39953;12;2005-2006
39953;7;2006-2007
39953;9;2007-2008
39953;11;2008-2009
39954;1;1999-2000
39954;5;2000-2001
39954;8;2001-2002
39954;12;2002-2003
39954;6;2003-2004
39954;12;2004-2005
39954;10;2005-2006
39954;7;2006-2007
39954;7;2007-2008
39954;14;2008-2009
39955;1;1999-2000
39955;6;2000-2001
39955;9;2001-2002
39955;13;2002-2003
39955;4;2003-2004
39955;13;2004-2005
39955;10;2005-2006
39955;6;2006-2007
39955;7;2007-2008
39955;15;2008-2009
39956;1;1999-2000
39956;8;2000-2001
39956;9;2001-2002
39956;14;2002-2003
39956;6;2003-2004
39956;15;2004-2005
39956;11;2005-2006
39956;8;2006-2007
39956;7;2007-2008
39956;15;2008-2009
39957;1;1999-2000
39957;9;2000-2001
39957;12;2001-2002
39957;16;2002-2003
39957;5;2003-2004
39957;15;2004-2005
39957;14;2005-2006
39957;7;2006-2007
39957;9;2007-2008
39957;16;2008-2009
39958;1;1999-2000
39958;10;2000-2001
39958;10;2001-2002
39958;15;2002-2003
39958;6;2003-2004
39958;14;2004-2005
39958;16;2005-2006
39958;8;2006-2007
39958;10;2007-2008
39958;15;2008-2009
39959;1;1999-2000
39959;6;2000-2001
39959;8;2001-2002
39959;15;2002-2003
39959;5;2003-2004
39959;13;2004-2005
39959;15;2005-2006
39959;9;2006-2007
39959;11;2007-2008
39959;15;2008-2009
39960;1;1999-2000
39960;5;2000-2001
39960;8;2001-2002
39960;14;2002-2003
39960;6;2003-2004
39960;13;2004-2005
39960;13;2005-2006
39960;7;2006-2007
39960;9;2007-2008
39960;15;2008-2009
39961;1;1999-2000
39961;7;2000-2001
39961;10;2001-2002
39961;14;2002-2003
39961;5;2003-2004
39961;12;2004-2005
39961;15;2005-2006
39961;8;2006-2007
39961;8;2007-2008
39961;14;2008-2009
39962;1;1999-2000
39962;7;2000-2001
39962;9;2001-2002
39962;15;2002-2003
39962;5;2003-2004
39962;13;2004-2005
39962;15;2005-2006
39962;7;2006-2007
39962;10;2007-2008
39962;15;2008-2009
39963;8;2000-2001
39963;9;2001-2002
39963;12;2002-2003
39963;8;2003-2004
39963;15;2004-2005
39963;14;2005-2006
39963;10;2006-2007
39963;7;2007-2008
39963;16;2008-2009
39964;1;1999-2000
39964;7;2000-2001
39964;7;2001-2002
39964;11;2002-2003
39964;6;2003-2004
39964;15;2004-2005
39964;12;2005-2006
39964;8;2006-2007
39964;7;2007-2008
39964;14;2008-2009
39965;1;1999-2000
39965;4;2000-2001
39965;7;2001-2002
39965;12;2002-2003
39965;6;2003-2004
39965;13;2004-2005
39965;12;2005-2006
39965;5;2006-2007
39965;8;2007-2008
39965;14;2008-2009
39966;1;1999-2000
39966;4;2000-2001
39966;8;2001-2002
39966;13;2002-2003
39966;8;2003-2004
39966;16;2004-2005
39966;11;2005-2006
39966;10;2006-2007
39966;8;2007-2008
39966;14;2008-2009
39967;1;1999-2000
39967;5;2000-2001
39967;8;2001-2002
39967;13;2002-2003
39967;8;2003-2004
39967;15;2004-2005
39967;11;2005-2006
39967;11;2006-2007
39967;8;2007-2008
39967;15;2008-2009
39968;1;1999-2000
39968;7;2000-2001
39968;7;2001-2002
39968;13;2002-2003
39968;8;2003-2004
39968;15;2004-2005
39968;12;2005-2006
39968;10;2006-2007
39968;6;2007-2008
39968;16;2008-2009
39969;1;1999-2000
39969;4;2000-2001
39969;5;2001-2002
39969;12;2002-2003
39969;6;2003-2004
39969;12;2004-2005
39969;14;2005-2006
39969;9;2006-2007
39969;6;2007-2008
39969;16;2008-2009
39970;1;1999-2000
39970;2;2000-2001
39970;3;2001-2002
39970;13;2002-2003
39970;8;2003-2004
39970;12;2004-2005
39970;12;2005-2006
39970;9;2006-2007
39970;4;2007-2008
39970;12;2008-2009
39971;1;2000-2001
39971;6;2001-2002
39971;10;2002-2003
39971;8;2003-2004
39971;11;2004-2005
39971;9;2005-2006
39971;6;2006-2007
39971;3;2007-2008
39971;12;2008-2009
39972;1;2000-2001
39972;7;2001-2002
39972;9;2002-2003
39972;3;2003-2004
39972;11;2004-2005
39972;9;2005-2006
39972;6;2006-2007
39972;3;2007-2008
39972;9;2008-2009
39973;1;1999-2000
39973;3;2000-2001
39973;8;2001-2002
39973;9;2002-2003
39973;4;2003-2004
39973;12;2004-2005
39973;10;2005-2006
39973;5;2006-2007
39973;3;2007-2008
39973;9;2008-2009
39974;1;1999-2000
39974;7;2000-2001
39974;9;2001-2002
39974;12;2002-2003
39974;7;2003-2004
39974;13;2004-2005
39974;12;2005-2006
39974;8;2006-2007
39974;7;2007-2008
39974;12;2008-2009
39975;4;2000-2001
39975;6;2001-2002
39975;9;2002-2003
39975;5;2003-2004
39975;10;2004-2005
39975;11;2005-2006
39975;8;2006-2007
39975;5;2007-2008
39975;12;2008-2009
39976;4;2000-2001
39976;5;2001-2002
39976;11;2002-2003
39976;5;2003-2004
39976;8;2004-2005
39976;9;2005-2006
39976;4;2006-2007
39976;4;2007-2008
39976;11;2008-2009
39977;5;2000-2001
39977;4;2001-2002
39977;8;2002-2003
39977;4;2003-2004
39977;6;2004-2005
39977;9;2005-2006
39977;3;2006-2007
39977;3;2007-2008
39977;11;2008-2009
39978;3;2000-2001
39978;3;2001-2002
39978;8;2002-2003
39978;3;2003-2004
39978;6;2004-2005
39978;7;2005-2006
39978;4;2006-2007
39978;2;2007-2008
39978;10;2008-2009
39979;3;2000-2001
39979;3;2001-2002
39979;7;2002-2003
39979;4;2003-2004
39979;8;2004-2005
39979;6;2005-2006
39979;3;2006-2007
39979;1;2007-2008
39979;11;2008-2009
39980;5;2000-2001
39980;3;2001-2002
39980;6;2002-2003
39980;4;2003-2004
39980;8;2004-2005
39980;4;2005-2006
39980;3;2006-2007
39980;8;2008-2009
39981;4;2000-2001
39981;2;2001-2002
39981;6;2002-2003
39981;3;2003-2004
39981;7;2004-2005
39981;4;2005-2006
39981;3;2006-2007
39981;7;2008-2009
39982;3;2000-2001
39982;4;2001-2002
39982;7;2002-2003
39982;3;2003-2004
39982;10;2004-2005
39982;6;2005-2006
39982;4;2006-2007
39982;1;2007-2008
39982;7;2008-2009
39983;4;2000-2001
39983;8;2001-2002
39983;10;2002-2003
39983;3;2003-2004
39983;11;2004-2005
39983;9;2005-2006
39983;4;2006-2007
39983;4;2007-2008
39983;9;2008-2009
39984;7;2000-2001
39984;7;2001-2002
39984;14;2002-2003
39984;7;2003-2004
39984;14;2004-2005
39984;14;2005-2006
39984;8;2006-2007
39984;7;2007-2008
39984;12;2008-2009
39985;9;2000-2001
39985;10;2001-2002
39985;15;2002-2003
39985;10;2003-2004
39985;17;2004-2005
39985;14;2005-2006
39985;8;2006-2007
39985;9;2007-2008
39985;14;2008-2009
39986;1;1999-2000
39986;6;2000-2001
39986;8;2001-2002
39986;13;2002-2003
39986;9;2003-2004
39986;13;2004-2005
39986;13;2005-2006
39986;7;2006-2007
39986;10;2007-2008
39986;14;2008-2009
39987;1;1999-2000
39987;6;2000-2001
39987;9;2001-2002
39987;12;2002-2003
39987;7;2003-2004
39987;13;2004-2005
39987;12;2005-2006
39987;6;2006-2007
39987;9;2007-2008
39987;13;2008-2009
39988;1;1999-2000
39988;4;2000-2001
39988;7;2001-2002
39988;10;2002-2003
39988;7;2003-2004
39988;12;2004-2005
39988;12;2005-2006
39988;4;2006-2007
39988;5;2007-2008
39988;12;2008-2009
39989;2;1999-2000
39989;3;2000-2001
39989;6;2001-2002
39989;7;2002-2003
39989;2;2003-2004
39989;7;2004-2005
39989;9;2005-2006
39989;5;2006-2007
39989;5;2007-2008
39989;10;2008-2009
39990;2;2000-2001
39990;5;2001-2002
39990;8;2002-2003
39990;1;2003-2004
39990;6;2004-2005
39990;6;2005-2006
39990;5;2006-2007
39990;2;2007-2008
39990;7;2008-2009
39991;1;2000-2001
39991;4;2001-2002
39991;5;2002-2003
39991;2;2003-2004
39991;4;2004-2005
39991;4;2005-2006
39991;4;2006-2007
39991;3;2007-2008
39991;5;2008-2009
39992;1;2000-2001
39992;2;2001-2002
39992;4;2002-2003
39992;2;2003-2004
39992;4;2004-2005
39992;3;2005-2006
39992;3;2006-2007
39992;1;2007-2008
39992;4;2008-2009
39993;1;2000-2001
39993;1;2001-2002
39993;4;2002-2003
39993;2;2003-2004
39993;4;2004-2005
39993;3;2005-2006
39993;3;2006-2007
39993;4;2008-2009
39994;1;2000-2001
39994;1;2001-2002
39994;4;2002-2003
39994;1;2003-2004
39994;4;2004-2005
39994;3;2005-2006
39994;2;2006-2007
39994;3;2008-2009
39995;1;2000-2001
39995;2;2002-2003
39995;1;2003-2004
39995;3;2004-2005
39995;2;2005-2006
39995;2;2006-2007
39995;3;2008-2009
39996;1;2000-2001
39996;3;2002-2003
39996;1;2003-2004
39996;3;2004-2005
39996;2;2005-2006
39996;2;2006-2007
39996;3;2008-2009
39997;1;2000-2001
39997;3;2002-2003
39997;1;2003-2004
39997;3;2004-2005
39997;2;2005-2006
39997;2;2006-2007
39997;2;2008-2009
39998;2;2002-2003
39998;1;2003-2004
39998;2;2004-2005
39998;1;2005-2006
39998;2;2006-2007
39998;2;2008-2009
39999;2;2002-2003
39999;1;2003-2004
39999;2;2004-2005
39999;1;2005-2006
39999;1;2006-2007
39999;2;2008-2009
40000;1;2002-2003
40000;1;2003-2004
40000;3;2004-2005
40000;2;2005-2006
40000;1;2006-2007
40000;2;2008-2009
40001;1;2002-2003
40001;1;2003-2004
40001;2;2004-2005
40001;1;2006-2007
40001;2;2008-2009
40002;1;2000-2001
40002;1;2002-2003
40002;1;2006-2007
40002;2;2008-2009
